ID,Name,State,2020 Mean,Rank,1901-2000 Mean
NH-007,Coos County,New Hampshire,43.27,59,43.86
NH-009,Grafton County,New Hampshire,40.63,37,43.7
NH-011,Hillsborough County,New Hampshire,40.73,38,43.35
NH-013,Merrimack County,New Hampshire,39.73,42,42.09
NH-015,Rockingham County,New Hampshire,39.61,38,42.28
NH-017,Strafford County,New Hampshire,40.58,32,44.03
NH-019,Sullivan County,New Hampshire,40.96,62,41.33
NJ-001,Atlantic County,New Jersey,55.73,125,43.83
NJ-003,Bergen County,New Jersey,44.86,56,46.53
NJ-005,Burlington County,New Jersey,51.12,111,44.15
NJ-007,Camden County,New Jersey,52.19,115,43.8
NJ-009,Cape May County,New Jersey,55.69,124,42.89
NJ-011,Cumberland County,New Jersey,56.15,125,42.89
NJ-013,Essex County,New Jersey,45.38,53,47.44
NJ-015,Gloucester County,New Jersey,53.89,119,43.58
NJ-017,Hudson County,New Jersey,45.46,67,45.29
NJ-019,Hunterdon County,New Jersey,47.82,75,46.02
NJ-021,Mercer County,New Jersey,46.01,75,44.65
NJ-023,Middlesex County,New Jersey,49.2,91,45.31
NJ-025,Monmouth County,New Jersey,48.77,93,44.96
NJ-027,Morris County,New Jersey,46.11,49,48.6
NJ-029,Ocean County,New Jersey,50.48,104,44.45
NJ-031,Passaic County,New Jersey,42.43,33,47.58
NJ-033,Salem County,New Jersey,55.06,125,42.67
NJ-035,Somerset County,New Jersey,48.48,81,46.51
NJ-037,Sussex County,New Jersey,42.8,52,45.23
NJ-039,Union County,New Jersey,46.12,64,46.54
NJ-041,Warren County,New Jersey,48.08,79,46.15
NM-001,Bernalillo County,New Mexico,7.37,6,12.01
NM-003,Catron County,New Mexico,9.53,3,15.86
NM-005,Chaves County,New Mexico,6.24,2,13.88
NM-006,Cibola County,New Mexico,7.97,5,13.09
NM-007,Colfax County,New Mexico,10.61,3,16.94
NM-009,Curry County,New Mexico,9.14,4,16.92
NM-011,De Baca County,New Mexico,7.11,6,14.14
NM-013,Dona Ana County,New Mexico,7.08,24,9.66
NM-015,Eddy County,New Mexico,5.46,5,13.21
NM-017,Grant County,New Mexico,10,10,15.48
NM-019,Guadalupe County,New Mexico,8.33,7,14.28
NM-021,Harding County,New Mexico,9.16,3,15.79
NM-023,Hidalgo County,New Mexico,7.1,6,12.59
NM-025,Lea County,New Mexico,5.74,2,14.99
NM-027,Lincoln County,New Mexico,9.27,15,14.6
NM-028,Los Alamos County,New Mexico,10.56,3,18.57
NM-029,Luna County,New Mexico,6.28,8,10.39
NM-031,McKinley County,New Mexico,7.63,7,12.01
NM-033,Mora County,New Mexico,10.3,2,18.29
NM-035,Otero County,New Mexico,9.2,21,13.03
NM-037,Quay County,New Mexico,9.36,5,16.33
NM-039,Rio Arriba County,New Mexico,10.62,3,16.61
NM-041,Roosevelt County,New Mexico,7.5,1,16.24
NM-043,Sandoval County,New Mexico,7.85,3,13.39
NM-045,San Juan County,New Mexico,4.68,2,9.51
NM-047,San Miguel County,New Mexico,9.58,4,16.47
NM-049,Santa Fe County,New Mexico,8.51,3,14.73
NM-051,Sierra County,New Mexico,9.07,29,11.76
NM-053,Socorro County,New Mexico,8.66,19,11.62
NM-055,Taos County,New Mexico,11.76,2,17.8
NM-057,Torrance County,New Mexico,9.11,9,14.45
NM-059,Union County,New Mexico,10.86,10,16.34
NM-061,Valencia County,New Mexico,6.82,10,10.32
NY-001,Albany County,New York,37.42,65,37.3
NY-003,Allegany County,New York,36.96,57,36.97
NY-005,Bronx County,New York,43.79,59,45.06
NY-007,Broome County,New York,42.13,89,38.86
NY-009,Cattaraugus County,New York,41.76,53,42.57
NY-011,Cayuga County,New York,36.11,50,36.95
NY-013,Chautauqua County,New York,42.03,56,42.6
NY-015,Chemung County,New York,34.25,59,34.65
NY-017,Chenango County,New York,41.88,70,40.98
NY-019,Clinton County,New York,32.92,42,34.45
NY-021,Columbia County,New York,38.88,57,40.51
NY-023,Cortland County,New York,41.56,67,41.04
NY-025,Delaware County,New York,45.2,85,42.6
NY-027,Dutchess County,New York,36.93,20,43.58
NY-029,Erie County,New York,39.35,72,38.25
NY-031,Essex County,New York,42.4,76,40.94
NY-033,Franklin County,New York,37.1,38,38.99
NY-035,Fulton County,New York,42.98,38,45.57
NY-037,Genesee County,New York,36.5,89,33.97
NY-039,Greene County,New York,42.79,58,42.83
NY-041,Hamilton County,New York,44.11,35,46.8
NY-043,Herkimer County,New York,41,15,46.85
NY-045,Jefferson County,New York,39.7,73,38.77
NY-047,Kings County,New York,45.02,70,44.46
NY-049,Lewis County,New York,41.32,24,45.28
NY-051,Livingston County,New York,31.98,52,32.37
NY-053,Madison County,New York,42.37,71,40.35
NY-055,Monroe County,New York,32.83,70,31.88
NY-057,Montgomery County,New York,36.23,39,38.53
NY-059,Nassau County,New York,41.78,50,44.56
NY-061,New York County,New York,45.08,65,44.88
NY-063,Niagara County,New York,31.62,53,32.27
NY-065,Oneida County,New York,41.24,29,45.05
NY-067,Onondaga County,New York,37.67,49,38.45
NY-069,Ontario County,New York,31.92,52,32.34
NY-071,Orange County,New York,41.99,51,43.64
NY-073,Orleans County,New York,35.21,98,32.44
NY-075,Oswego County,New York,38.48,25,42.05
NY-077,Otsego County,New York,41.64,61,41.4
NY-079,Putnam County,New York,40.63,26,46.72
NY-081,Queens County,New York,43.87,64,44.27
NY-083,Rensselaer County,New York,37.37,44,39.25
NY-085,Richmond County,New York,47.94,82,45.59
NY-087,Rockland County,New York,42.04,33,46.72
NY-089,St. Lawrence County,New York,36.17,34,38.42
NY-091,Saratoga County,New York,40.47,57,41.01
NY-093,Schenectady County,New York,36.22,47,37.11
NY-095,Schoharie County,New York,36.82,45,38.65
NY-097,Schuyler County,New York,33.62,61,33.7
NY-099,Seneca County,New York,31.65,43,33.38
NY-101,Steuben County,New York,33.24,50,34.3
NY-103,Suffolk County,New York,42.78,49,44.49
NY-105,Sullivan County,New York,49.18,86,45.6
NY-107,Tioga County,New York,37.27,68,36.91
NY-109,Tompkins County,New York,36.65,61,36.57
NY-111,Ulster County,New York,46.22,53,47.26
NY-113,Warren County,New York,42.26,63,41.95
NY-115,Washington County,New York,37.12,54,37.86
NY-117,Wayne County,New York,29.84,24,34.11
NY-119,Westchester County,New York,41.26,26,47.02
NY-121,Wyoming County,New York,38.36,70,37.06
NY-123,Yates County,New York,30.29,41,32.07
NC-001,Alamance County,North Carolina,59.79,128,45.09
NC-003,Alexander County,North Carolina,71.02,130,47.21
NC-005,Alleghany County,North Carolina,80.81,129,50.87
NC-007,Anson County,North Carolina,60.19,125,45.71
NC-009,Ashe County,North Carolina,75.44,129,50.79
NC-011,Avery County,North Carolina,71.7,126,54.75
NC-013,Beaufort County,North Carolina,61.1,118,51.67
NC-015,Bertie County,North Carolina,62.45,125,48.82
NC-017,Bladen County,North Carolina,64.92,129,48.07
NC-019,Brunswick County,North Carolina,64.03,122,51.95
NC-021,Buncombe County,North Carolina,65.65,127,48
NC-023,Burke County,North Carolina,74.7,130,50.48
NC-025,Cabarrus County,North Carolina,63.83,129,46.1
NC-027,Caldwell County,North Carolina,76.74,129,51.46
NC-029,Camden County,North Carolina,62.37,128,48.01
NC-031,Carteret County,North Carolina,68.6,121,55.3
NC-033,Caswell County,North Carolina,59.1,128,43.49
NC-035,Catawba County,North Carolina,72.5,130,47.68
NC-037,Chatham County,North Carolina,59.3,126,46.14
NC-039,Cherokee County,North Carolina,77.31,128,59.53
NC-041,Chowan County,North Carolina,63.28,124,49.57
NC-043,Clay County,North Carolina,82.63,129,61.32
NC-045,Cleveland County,North Carolina,65.12,125,49.22
NC-047,Columbus County,North Carolina,63.13,128,49.5
NC-049,Craven County,North Carolina,65.27,120,53.08
NC-051,Cumberland County,North Carolina,63.08,129,47.01
NC-053,Currituck County,North Carolina,61.17,128,47.58
NC-055,Dare County,North Carolina,57.29,106,51.05
NC-057,Davidson County,North Carolina,63.12,129,45.75
NC-059,Davie County,North Carolina,65.33,130,45.4
NC-061,Duplin County,North Carolina,65.05,126,50.5
NC-063,Durham County,North Carolina,61.32,129,44.48
NC-065,Edgecombe County,North Carolina,66.72,130,47.31
NC-067,Forsyth County,North Carolina,66.16,130,44.64
NC-069,Franklin County,North Carolina,68.12,130,45.9
NC-071,Gaston County,North Carolina,63.17,127,47.48
NC-073,Gates County,North Carolina,64.87,129,48.35
NC-075,Graham County,North Carolina,80.41,127,63.52
NC-077,Granville County,North Carolina,66.38,130,44.63
NC-079,Greene County,North Carolina,65.52,129,48.81
NC-081,Guilford County,North Carolina,63.82,129,44.7
NC-083,Halifax County,North Carolina,64.82,130,45.87
NC-085,Harnett County,North Carolina,61.76,127,46.96
NC-087,Haywood County,North Carolina,77,129,55.12
NC-089,Henderson County,North Carolina,78,125,58.37
NC-091,Hertford County,North Carolina,66.93,130,48.3
NC-093,Hoke County,North Carolina,62.61,129,46.87
NC-095,Hyde County,North Carolina,61.63,116,52.46
NC-097,Iredell County,North Carolina,68.03,130,46.74
NC-099,Jackson County,North Carolina,86.49,129,62.85
NC-101,Johnston County,North Carolina,66.17,130,47.01
NC-103,Jones County,North Carolina,65.4,122,52.66
NC-105,Lee County,North Carolina,60.17,125,46.37
NC-107,Lenoir County,North Carolina,64.42,123,50.13
NC-109,Lincoln County,North Carolina,68.04,130,47.74
NC-111,McDowell County,North Carolina,78.71,128,55
NC-113,Macon County,North Carolina,89.23,130,63.48
NC-115,Madison County,North Carolina,62.94,129,45.72
NC-117,Martin County,North Carolina,61.72,126,48.95
NC-119,Mecklenburg County,North Carolina,60.76,126,45.94
NC-121,Mitchell County,North Carolina,69.63,127,50.88
NC-123,Montgomery County,North Carolina,62.12,127,46.59
NC-125,Moore County,North Carolina,59.76,123,47.06
NC-127,Nash County,North Carolina,68.77,130,46.93
NC-129,New Hanover County,North Carolina,69.6,125,53.12
NC-131,Northampton County,North Carolina,65.55,130,46.19
NC-133,Onslow County,North Carolina,66.03,122,53.76
NC-135,Orange County,North Carolina,60.22,129,44.8
NC-137,Pamlico County,North Carolina,65.98,120,53.97
NC-139,Pasquotank County,North Carolina,62.76,127,48.6
NC-141,Pender County,North Carolina,65.67,123,52.14
NC-143,Perquimans County,North Carolina,63.28,125,49.27
NC-145,Person County,North Carolina,60.02,128,43.88
NC-147,Pitt County,North Carolina,63.21,127,49.2
NC-149,Polk County,North Carolina,78.29,127,57.61
NC-151,Randolph County,North Carolina,61.27,128,46.26
NC-153,Richmond County,North Carolina,60.36,126,46.69
NC-155,Robeson County,North Carolina,63.75,130,45.59
NC-157,Rockingham County,North Carolina,65.27,129,43.87
NC-159,Rowan County,North Carolina,62.38,128,46.57
NC-161,Rutherford County,North Carolina,69.02,127,51.38
NC-163,Sampson County,North Carolina,64.19,129,48.24
NC-165,Scotland County,North Carolina,59.64,127,46.16
NC-167,Stanly County,North Carolina,65.12,129,46.32
NC-169,Stokes County,North Carolina,68.77,130,45.85
NC-171,Surry County,North Carolina,74.35,130,47.52
NC-173,Swain County,North Carolina,79.77,128,63.45
NC-175,Transylvania County,North Carolina,96.39,125,69.85
NC-177,Tyrrell County,North Carolina,60.53,117,50.94
NC-179,Union County,North Carolina,56.76,125,44.75
NC-181,Vance County,North Carolina,67.79,130,44.68
NC-183,Wake County,North Carolina,63.29,130,45.79
NC-185,Warren County,North Carolina,66.6,130,44.51
NC-187,Washington County,North Carolina,60.42,118,50.62
NC-189,Watauga County,North Carolina,75.18,127,52.7
NC-191,Wayne County,North Carolina,66.43,130,48.31
NC-193,Wilkes County,North Carolina,76.6,130,49.7
NC-195,Wilson County,North Carolina,69.34,130,47.35
NC-197,Yadkin County,North Carolina,70.92,130,45.23
NC-199,Yancey County,North Carolina,71.96,128,51.81
ND-001,Adams County,North Dakota,10.69,12,15.92
ND-003,Barnes County,North Dakota,18.01,42,19.64
ND-005,Benson County,North Dakota,11.04,4,17.21
ND-007,Billings County,North Dakota,10.61,9,15.41
ND-009,Bottineau County,North Dakota,12.03,15,16.35
ND-011,Bowman County,North Dakota,11.05,12,14.9
ND-013,Burke County,North Dakota,10.53,5,16.36
ND-015,Burleigh County,North Dakota,10.44,5,16.63
ND-017,Cass County,North Dakota,19.92,54,20.27
ND-019,Cavalier County,North Dakota,14.93,16,19.01
ND-021,Dickey County,North Dakota,21.73,78,20.21
ND-023,Divide County,North Dakota,9.08,4,15.07
ND-025,Dunn County,North Dakota,12.07,10,16.5
ND-027,Eddy County,North Dakota,12.29,6,17.99
ND-029,Emmons County,North Dakota,11.69,9,17.1
ND-031,Foster County,North Dakota,12.66,7,18.37
ND-033,Golden Valley County,North Dakota,11.73,24,14.85
ND-035,Grand Forks County,North Dakota,18.57,46,19.36
ND-037,Grant County,North Dakota,10.67,6,16.73
ND-039,Griggs County,North Dakota,15.45,21,18.91
ND-041,Hettinger County,North Dakota,11.38,9,16.43
ND-043,Kidder County,North Dakota,11.58,7,17.22
ND-045,LaMoure County,North Dakota,19.36,59,19.68
ND-047,Logan County,North Dakota,13.16,11,17.95
ND-049,McHenry County,North Dakota,10.96,8,16.35
ND-051,McIntosh County,North Dakota,15.43,27,18.19
ND-053,McKenzie County,North Dakota,9.02,4,15.23
ND-055,McLean County,North Dakota,10.66,5,16.33
ND-057,Mercer County,North Dakota,11.29,9,16.24
ND-059,Morton County,North Dakota,9.98,3,16.6
ND-061,Mountrail County,North Dakota,9.88,3,16
ND-063,Nelson County,North Dakota,17.31,46,18.65
ND-065,Oliver County,North Dakota,10.4,6,16.79
ND-067,Pembina County,North Dakota,17.04,35,19.34
ND-069,Pierce County,North Dakota,10.37,6,16.69
ND-071,Ramsey County,North Dakota,15.18,29,17.47
ND-073,Ransom County,North Dakota,20.81,65,20.48
ND-075,Renville County,North Dakota,11.33,10,16.14
ND-077,Richland County,North Dakota,20.12,43,21.18
ND-079,Rolette County,North Dakota,10.7,2,17.62
ND-081,Sargent County,North Dakota,19.75,51,20.57
ND-083,Sheridan County,North Dakota,11.02,5,17.35
ND-085,Sioux County,North Dakota,11.73,8,16.85
ND-087,Slope County,North Dakota,11.08,11,15.41
ND-089,Stark County,North Dakota,10.73,7,16.5
ND-091,Steele County,North Dakota,16.42,25,19.27
ND-093,Stutsman County,North Dakota,13.51,8,18.49
ND-095,Towner County,North Dakota,11.65,4,17.86
ND-097,Traill County,North Dakota,18.13,36,19.92
ND-099,Walsh County,North Dakota,18.02,54,18.67
ND-101,Ward County,North Dakota,10.8,6,16.47
ND-103,Wells County,North Dakota,9.92,3,17.89
ND-105,Williams County,North Dakota,7.85,2,14.79
OH-001,Adams County,Ohio,48.52,107,42.94
OH-003,Allen County,Ohio,39.17,96,35.23
OH-005,Ashland County,Ohio,40.64,100,37.14
OH-007,Ashtabula County,Ohio,41.94,85,39.63
OH-009,Athens County,Ohio,44.77,102,40.17
OH-011,Auglaize County,Ohio,41.75,108,36.04
OH-013,Belmont County,Ohio,44.29,95,40.85
OH-015,Brown County,Ohio,50.56,113,43.44
OH-017,Butler County,Ohio,44.89,101,40.6
OH-019,Carroll County,Ohio,42.66,93,38.82
OH-021,Champaign County,Ohio,43.77,106,37.94
OH-023,Clark County,Ohio,45.21,110,38.7
OH-025,Clermont County,Ohio,50.84,117,42.83
OH-027,Clinton County,Ohio,43.87,80,42.22
OH-029,Columbiana County,Ohio,43.84,112,37.94
OH-031,Coshocton County,Ohio,44.47,103,38.87
OH-033,Crawford County,Ohio,41.37,99,37.48
OH-035,Cuyahoga County,Ohio,44.08,119,35.88
OH-037,Darke County,Ohio,42.43,95,37.89
OH-039,Defiance County,Ohio,30.16,28,33.77
OH-041,Delaware County,Ohio,43.35,107,37.99
OH-043,Erie County,Ohio,38.92,101,34.53
OH-045,Fairfield County,Ohio,44.02,96,39.79
OH-047,Fayette County,Ohio,40.38,72,39.47
OH-049,Franklin County,Ohio,45.88,118,38.35
OH-051,Fulton County,Ohio,30.5,32,33.41
OH-053,Gallia County,Ohio,49.36,120,41.23
OH-055,Geauga County,Ohio,45.8,113,38.65
OH-057,Greene County,Ohio,41.82,83,39.7
OH-059,Guernsey County,Ohio,46.45,114,39.4
OH-061,Hamilton County,Ohio,47.38,108,40.88
OH-063,Hancock County,Ohio,33.99,57,34.87
OH-065,Hardin County,Ohio,37.7,86,35.48
OH-067,Harrison County,Ohio,42.16,86,39.49
OH-069,Henry County,Ohio,31.23,35,33.82
OH-071,Highland County,Ohio,48.41,102,42.53
OH-073,Hocking County,Ohio,42.11,79,40.36
OH-075,Holmes County,Ohio,42.09,96,38.21
OH-077,Huron County,Ohio,40.77,106,36.05
OH-079,Jackson County,Ohio,48.31,114,41.22
OH-081,Jefferson County,Ohio,41.09,86,38.85
OH-083,Knox County,Ohio,45.93,113,39.42
OH-085,Lake County,Ohio,39.57,76,37.53
OH-087,Lawrence County,Ohio,49.45,116,41.97
OH-089,Licking County,Ohio,47.21,121,39.74
OH-091,Logan County,Ohio,44.35,113,36.57
OH-093,Lorain County,Ohio,44.9,127,34.74
OH-095,Lucas County,Ohio,28.38,24,32.38
OH-097,Madison County,Ohio,40.19,81,37.94
OH-099,Mahoning County,Ohio,44.48,118,37.2
OH-101,Marion County,Ohio,38.5,85,36.49
OH-103,Medina County,Ohio,42.52,115,36.12
OH-105,Meigs County,Ohio,48.83,118,40.61
OH-107,Mercer County,Ohio,41.41,106,36.53
OH-109,Miami County,Ohio,40.9,88,37.7
OH-111,Monroe County,Ohio,48.48,106,42.34
OH-113,Montgomery County,Ohio,42.06,90,38.93
OH-115,Morgan County,Ohio,45.18,103,39.74
OH-117,Morrow County,Ohio,44.09,103,39.15
OH-119,Muskingum County,Ohio,45.98,117,39.12
OH-121,Noble County,Ohio,46.41,107,40.59
OH-123,Ottawa County,Ohio,28.51,19,32.88
OH-125,Paulding County,Ohio,31.32,35,34.28
OH-127,Perry County,Ohio,45.99,111,39.47
OH-129,Pickaway County,Ohio,41.91,89,39.29
OH-131,Pike County,Ohio,48.63,116,40.92
OH-133,Portage County,Ohio,42.9,111,37.1
OH-135,Preble County,Ohio,44.26,99,39.55
OH-137,Putnam County,Ohio,34.38,65,34.33
OH-139,Richland County,Ohio,41.04,92,38.1
OH-141,Ross County,Ohio,44.61,100,40.22
OH-143,Sandusky County,Ohio,31.89,39,33.78
OH-145,Scioto County,Ohio,46.71,105,41.8
OH-147,Seneca County,Ohio,34.73,58,35.49
OH-149,Shelby County,Ohio,43.12,101,37.06
OH-151,Stark County,Ohio,39.27,79,37.4
OH-153,Summit County,Ohio,38.2,81,36.2
OH-155,Trumbull County,Ohio,46.55,120,37.76
OH-157,Tuscarawas County,Ohio,42,94,38.54
OH-159,Union County,Ohio,39.37,88,36.37
OH-161,Van Wert County,Ohio,35.91,65,35.16
OH-163,Vinton County,Ohio,44.72,98,40.7
OH-165,Warren County,Ohio,44.21,87,41.56
OH-167,Washington County,Ohio,46.68,108,40.84
OH-169,Wayne County,Ohio,38.81,84,36.53
OH-171,Williams County,Ohio,30.82,29,34.01
OH-173,Wood County,Ohio,31.13,34,33.39
OH-175,Wyandot County,Ohio,37.12,79,35.59
OK-001,Adair County,Oklahoma,56.73,116,45.16
OK-003,Alfalfa County,Oklahoma,32.45,100,27.49
OK-005,Atoka County,Oklahoma,51.32,106,43.39
OK-007,Beaver County,Oklahoma,17.48,35,20.47
OK-009,Beckham County,Oklahoma,17.55,17,24.57
OK-011,Blaine County,Oklahoma,30.71,85,28.49
OK-013,Bryan County,Oklahoma,47.49,103,40.84
OK-015,Caddo County,Oklahoma,32.36,79,30.35
OK-017,Canadian County,Oklahoma,35.67,98,30.73
OK-019,Carter County,Oklahoma,41.66,102,36.64
OK-021,Cherokee County,Oklahoma,56.55,118,43.6
OK-023,Choctaw County,Oklahoma,57.09,116,45.37
OK-025,Cimarron County,Oklahoma,10.99,11,16.54
OK-027,Cleveland County,Oklahoma,41.76,109,34.81
OK-029,Coal County,Oklahoma,53.29,117,41.47
OK-031,Comanche County,Oklahoma,37.81,113,30
OK-033,Cotton County,Oklahoma,41.52,125,30.04
OK-035,Craig County,Oklahoma,52.11,113,42.13
OK-037,Creek County,Oklahoma,41.69,91,37.57
OK-039,Custer County,Oklahoma,23.24,37,26.66
OK-041,Delaware County,Oklahoma,55.65,117,43.63
OK-043,Dewey County,Oklahoma,24.12,47,26.41
OK-045,Ellis County,Oklahoma,20.75,36,23.45
OK-047,Garfield County,Oklahoma,33.85,93,30.52
OK-049,Garvin County,Oklahoma,44.91,112,35.9
OK-051,Grady County,Oklahoma,38.75,108,32.48
OK-053,Grant County,Oklahoma,33.15,92,29.72
OK-055,Greer County,Oklahoma,19.87,27,25.26
OK-057,Harmon County,Oklahoma,18.85,27,24.19
OK-059,Harper County,Oklahoma,21.84,51,23.19
OK-061,Haskell County,Oklahoma,59.53,123,44.28
OK-063,Hughes County,Oklahoma,54.42,121,41.14
OK-065,Jackson County,Oklahoma,25.24,72,25.45
OK-067,Jefferson County,Oklahoma,39.88,108,32.64
OK-069,Johnston County,Oklahoma,46.24,104,39.62
OK-071,Kay County,Oklahoma,34.74,80,33.21
OK-073,Kingfisher County,Oklahoma,32.45,88,29.19
OK-075,Kiowa County,Oklahoma,29.37,81,27.44
OK-077,Latimer County,Oklahoma,60.73,120,46.67
OK-079,Le Flore County,Oklahoma,66.11,125,47.36
OK-081,Lincoln County,Oklahoma,40.7,100,35.84
OK-083,Logan County,Oklahoma,34.95,92,31.62
OK-085,Love County,Oklahoma,43.16,108,35.95
OK-087,McClain County,Oklahoma,41.92,109,34.55
OK-089,McCurtain County,Oklahoma,68.89,123,49.56
OK-091,McIntosh County,Oklahoma,54.15,119,41.88
OK-093,Major County,Oklahoma,30.47,90,27.56
OK-095,Marshall County,Oklahoma,44.32,101,38.54
OK-097,Mayes County,Oklahoma,54.83,118,41.99
OK-099,Murray County,Oklahoma,43.82,98,38.21
OK-101,Muskogee County,Oklahoma,53.05,117,42.35
OK-103,Noble County,Oklahoma,33.96,78,33.14
OK-105,Nowata County,Oklahoma,47.38,110,39.47
OK-107,Okfuskee County,Oklahoma,47.04,110,38.63
OK-109,Oklahoma County,Oklahoma,38.56,101,32.97
OK-111,Okmulgee County,Oklahoma,47.74,110,39.78
OK-113,Osage County,Oklahoma,39.6,92,35.98
OK-115,Ottawa County,Oklahoma,52.2,111,42.38
OK-117,Pawnee County,Oklahoma,33.61,57,35.19
OK-119,Payne County,Oklahoma,36.26,87,34.42
OK-121,Pittsburg County,Oklahoma,57.33,120,44.55
OK-123,Pontotoc County,Oklahoma,49.56,118,39.48
OK-125,Pottawatomie County,Oklahoma,45.05,113,36.48
OK-127,Pushmataha County,Oklahoma,58.57,111,48.56
OK-129,Roger Mills County,Oklahoma,18.75,19,24.62
OK-131,Rogers County,Oklahoma,49.64,114,39.54
OK-133,Seminole County,Oklahoma,49.48,118,38.2
OK-135,Sequoyah County,Oklahoma,62.04,121,44.89
OK-137,Stephens County,Oklahoma,43.41,117,33.09
OK-139,Texas County,Oklahoma,16.14,45,18.16
OK-141,Tillman County,Oklahoma,33.45,105,27.07
OK-143,Tulsa County,Oklahoma,46.52,107,38.47
OK-145,Wagoner County,Oklahoma,50.41,112,41
OK-147,Washington County,Oklahoma,44.63,107,37.77
OK-149,Washita County,Oklahoma,25.41,57,26.99
OK-151,Woods County,Oklahoma,28.78,88,25.77
OK-153,Woodward County,Oklahoma,24.17,59,24.99
OR-001,Baker County,Oregon,20.16,55,21.11
OR-003,Benton County,Oregon,55.83,59,58.03
OR-005,Clackamas County,Oregon,72.74,61,74.18
OR-007,Clatsop County,Oregon,89.98,68,88.87
OR-009,Columbia County,Oregon,56.93,70,56.28
OR-011,Coos County,Oregon,53.02,17,68.75
OR-013,Crook County,Oregon,10.86,21,14.64
OR-015,Curry County,Oregon,64.23,14,85.98
OR-017,Deschutes County,Oregon,19.23,28,23.6
OR-019,Douglas County,Oregon,45.49,33,53.18
OR-021,Gilliam County,Oregon,9.74,41,11.19
OR-023,Grant County,Oregon,19.51,51,20.72
OR-025,Harney County,Oregon,9.81,21,12.83
OR-027,Hood River County,Oregon,61.23,77,58.3
OR-029,Jackson County,Oregon,28.88,18,36.75
OR-031,Jefferson County,Oregon,15.17,28,18.32
OR-033,Josephine County,Oregon,41.7,19,54.24
OR-035,Klamath County,Oregon,20.44,16,27.02
OR-037,Lake County,Oregon,9.72,8,14.39
OR-039,Lane County,Oregon,59.85,53,63.87
OR-041,Lincoln County,Oregon,90.46,72,89.66
OR-043,Linn County,Oregon,65.67,52,69.44
OR-045,Malheur County,Oregon,11.31,43,12.55
OR-047,Marion County,Oregon,59.04,42,63.45
OR-049,Morrow County,Oregon,12.74,45,14.07
OR-051,Multnomah County,Oregon,61.55,63,62.32
OR-053,Polk County,Oregon,61.82,46,66.49
OR-055,Sherman County,Oregon,11.7,36,13.1
OR-057,Tillamook County,Oregon,105.52,78,100.87
OR-059,Umatilla County,Oregon,23.15,101,20.36
OR-061,Union County,Oregon,32.23,101,28.72
OR-063,Wallowa County,Oregon,28.99,86,27.41
OR-065,Wasco County,Oregon,18.31,43,20.13
OR-067,Washington County,Oregon,52.61,52,55.62
OR-069,Wheeler County,Oregon,12.71,22,16
OR-071,Yamhill County,Oregon,57.11,54,60.73
PA-001,Adams County,Pennsylvania,39.59,43,42.29
PA-003,Allegheny County,Pennsylvania,39.72,75,38.36
PA-005,Armstrong County,Pennsylvania,44.27,83,42.19
PA-007,Beaver County,Pennsylvania,42,97,38.04
PA-009,Bedford County,Pennsylvania,41.08,91,38.12
PA-011,Berks County,Pennsylvania,50.88,111,44.27
PA-013,Blair County,Pennsylvania,40.18,68,39.61
PA-015,Bradford County,Pennsylvania,36.57,56,36.88
PA-017,Bucks County,Pennsylvania,49.18,94,45.5
PA-019,Butler County,Pennsylvania,43.85,93,40.69
PA-021,Cambria County,Pennsylvania,44.27,71,43.47
PA-023,Cameron County,Pennsylvania,41.87,72,41.23
PA-025,Carbon County,Pennsylvania,52.69,99,48.55
PA-027,Centre County,Pennsylvania,40.18,58,40.89
PA-029,Chester County,Pennsylvania,52.64,116,44.92
PA-031,Clarion County,Pennsylvania,41.81,53,43.13
PA-033,Clearfield County,Pennsylvania,40.63,52,42.15
PA-035,Clinton County,Pennsylvania,39.19,55,40.53
PA-037,Columbia County,Pennsylvania,42.6,62,42.48
PA-039,Crawford County,Pennsylvania,45.24,81,42.8
PA-041,Cumberland County,Pennsylvania,39.11,46,41.49
PA-043,Dauphin County,Pennsylvania,40.84,41,43.1
PA-045,Delaware County,Pennsylvania,52.45,112,44.28
PA-047,Elk County,Pennsylvania,43.84,77,43
PA-049,Erie County,Pennsylvania,45.82,84,42.95
PA-051,Fayette County,Pennsylvania,45.65,70,44.62
PA-053,Forest County,Pennsylvania,41.85,45,43.76
PA-055,Franklin County,Pennsylvania,38.51,44,40.46
PA-057,Fulton County,Pennsylvania,40.83,82,38.86
PA-059,Greene County,Pennsylvania,41.39,64,40.99
PA-061,Huntingdon County,Pennsylvania,39.47,67,39.31
PA-063,Indiana County,Pennsylvania,45.62,76,43.95
PA-065,Jefferson County,Pennsylvania,40.42,35,43.48
PA-067,Juniata County,Pennsylvania,40.73,53,41.59
PA-069,Lackawanna County,Pennsylvania,41.58,60,42.14
PA-071,Lancaster County,Pennsylvania,48.35,112,41.96
PA-073,Lawrence County,Pennsylvania,45.86,117,38.79
PA-075,Lebanon County,Pennsylvania,47.09,90,43.42
PA-077,Lehigh County,Pennsylvania,51.82,108,45.47
PA-079,Luzerne County,Pennsylvania,44.18,73,42.92
PA-081,Lycoming County,Pennsylvania,39.3,42,41.38
PA-083,McKean County,Pennsylvania,43.35,62,43.32
PA-085,Mercer County,Pennsylvania,45.76,107,40.81
PA-087,Mifflin County,Pennsylvania,40.82,60,40.85
